ISBN,Month,Year,In-Person Sales,Online Sales,Wholesale Sales,Total Sales,Average Price,Total Revenue,Returns,Net Sales
9781596064850,Oct,2025,45,56,16,117,$18.08,"$2,115.23",3,114
9780385743587,Oct,2025,58,84,32,174,$21.99,"$3,826.30",6,168
9780439925501,Oct,2025,44,85,15,144,$18.71,"$2,694.94",4,140
9780765326379,Oct,2025,56,64,20,140,$21.29,"$2,980.86",4,136
9780983943020,Oct,2025,22,29,10,61,$14.43,$880.51,2,59
9780765365439,Oct,2025,65,92,25,182,$14.31,"$2,604.33",7,175
9780575097360,Oct,2025,32,45,15,92,$23.66,"$2,176.72",2,90
9780439925556,Oct,2025,71,64,22,157,$15.89,"$2,494.98",5,152
9780575102484,Oct,2025,67,90,15,172,$17.56,"$3,020.04",8,164
9780385743563,Oct,2025,42,44,17,103,$24.35,"$2,507.58",5,98
9780765302304,Oct,2025,25,29,5,59,$21.69,"$1,279.84",1,58
9780439925532,Oct,2025,64,83,22,169,$17.80,"$3,007.38",5,164
9780765350374,Oct,2025,21,28,7,56,$20.73,"$1,160.72",2,54
9781250038821,Oct,2025,32,39,12,83,$21.14,"$1,754.73",2,81
9781250058904,Oct,2025,50,72,30,152,$18.63,"$2,831.91",5,147
9780525538882,Oct,2025,69,75,23,167,$21.78,"$3,637.50",3,164
9780988178533,Oct,2025,44,66,16,126,$23.66,"$2,981.41",4,122
9780425105726,Oct,2025,32,48,17,97,$19.12,"$1,855.05",4,93
9780399160349,Oct,2025,53,46,14,113,$12.23,"$1,382.10",4,109
9781481479790,Oct,2025,35,50,20,105,$17.54,"$1,842.18",4,101
9780595481248,Oct,2025,47,58,14,119,$17.07,"$2,031.89",5,114
9781907211973,Oct,2025,87,104,36,227,$16.39,"$3,720.36",5,222
9780982903391,Oct,2025,34,48,16,98,$24.29,"$2,380.70",2,96
9780312331924,Oct,2025,87,113,25,225,$12.51,"$2,813.72",5,220
9781423426127,Oct,2025,26,24,10,60,$22.87,"$1,372.16",1,59
9780985723576,Oct,2025,20,29,8,57,$21.10,"$1,202.97",1,56
9781940215372,Oct,2025,58,84,14,156,$23.81,"$3,714.87",5,151
9781567921052,Oct,2025,64,90,26,180,$13.66,"$2,458.23",4,176
9780802130709,Oct,2025,53,56,20,129,$22.66,"$2,923.15",2,127
9780515129496,Oct,2025,64,74,25,163,$24.62,"$4,013.09",5,158
9780140150742,Oct,2025,25,24,6,55,$11.25,$618.63,1,54
9780922915705,Oct,2025,20,30,10,60,$11.03,$661.92,2,58
9780452281035,Oct,2025,42,55,21,118,$18.08,"$2,132.92",2,116
9780099543886,Oct,2025,63,88,25,176,$11.63,"$2,046.36",8,168
9781595143426,Oct,2025,78,113,26,217,$20.86,"$4,527.08",9,208
9780434021864,Oct,2025,31,39,13,83,$22.38,"$1,857.94",3,80
9780099543855,Oct,2025,46,57,19,122,$14.07,"$1,716.69",3,119
9781481457231,Oct,2025,51,84,23,158,$24.04,"$3,797.91",5,153
9781452150130,Oct,2025,23,27,8,58,$22.52,"$1,306.29",1,57
9781616554606,Oct,2025,38,49,10,97,$19.14,"$1,856.70",4,93
9780061173905,Oct,2025,86,108,24,218,$13.14,"$2,863.94",5,213
9780761375272,Oct,2025,26,26,11,63,$16.45,"$1,036.57",2,61
9781595143372,Oct,2025,63,89,23,175,$22.81,"$3,992.16",6,169
9781595143396,Oct,2025,51,62,11,124,$14.90,"$1,848.05",3,121
9780553522631,Oct,2025,24,35,7,66,$12.06,$796.27,1,65
9781595146380,Oct,2025,59,67,20,146,$12.22,"$1,783.60",3,143
9781576737163,Oct,2025,55,97,29,181,$13.10,"$2,370.39",6,175
9780062517760,Oct,2025,46,65,28,139,$11.49,"$1,597.24",6,133
9780785127611,Oct,2025,22,32,6,60,$24.87,"$1,492.01",2,58
9781582404882,Oct,2025,25,42,11,78,$11.35,$885.07,1,77
9781563896637,Oct,2025,44,61,23,128,$19.09,"$2,443.42",4,124
9781563895500,Oct,2025,36,47,9,92,$11.84,"$1,089.30",2,90
9780060012236,Oct,2025,49,56,22,127,$13.44,"$1,707.38",4,123
9780970344120,Oct,2025,57,77,24,158,$14.79,"$2,337.39",7,151
9780991206445,Oct,2025,79,90,25,194,$16.15,"$3,133.10",6,188
9781400096428,Oct,2025,27,46,15,88,$23.29,"$2,049.14",4,84
9780385347402,Oct,2025,57,104,33,194,$15.40,"$2,987.26",9,185
9780316079914,Oct,2025,38,59,18,115,$24.60,"$2,828.77",2,113
9780316033664,Oct,2025,59,81,30,170,$14.44,"$2,454.46",7,163
9780316251334,Oct,2025,38,40,10,88,$19.58,"$1,722.98",3,85
9780316033671,Oct,2025,66,83,23,172,$21.39,"$3,678.31",7,165
9780316033657,Oct,2025,56,75,22,153,$21.02,"$3,215.94",3,150
9780316075558,Oct,2025,50,42,20,112,$17.33,"$1,940.41",5,107
9781607513513,Oct,2025,63,77,25,165,$23.60,"$3,893.22",7,158
9780316196482,Oct,2025,62,78,34,174,$15.39,"$2,678.23",5,169
9781592858491,Oct,2025,61,87,18,166,$16.32,"$2,708.93",5,161
9781592407330,Oct,2025,23,38,7,68,$11.99,$815.47,2,66
9780812995824,Oct,2025,67,108,30,205,$12.49,"$2,560.70",9,196
9781473562523,Oct,2025,55,71,22,148,$11.86,"$1,755.30",7,141
9780399244810,Oct,2025,34,39,14,87,$19.25,"$1,675.07",3,84
9780679781493,Oct,2025,42,62,18,122,$14.13,"$1,724.46",4,118
9780375727276,Oct,2025,62,105,26,193,$18.31,"$3,534.70",8,185
9780330339186,Oct,2025,33,33,7,73,$19.76,"$1,442.23",2,71
9780679781486,Oct,2025,43,56,14,113,$22.32,"$2,522.42",2,111
9780679735779,Oct,2025,45,43,18,106,$22.01,"$2,332.85",2,104
9780375703843,Oct,2025,65,80,14,159,$17.13,"$2,724.05",6,153
9780330517096,Oct,2025,30,31,11,72,$20.30,"$1,461.73",1,71
9780099460176,Oct,2025,52,66,20,138,$16.52,"$2,279.43",4,134
9780345419637,Oct,2025,85,91,30,206,$23.06,"$4,749.93",6,200
9780099471431,Oct,2025,83,94,25,202,$17.89,"$3,613.49",4,198
9780345419620,Oct,2025,33,55,14,102,$12.45,"$1,269.74",3,99
9780099446729,Oct,2025,67,82,16,165,$21.91,"$3,614.79",5,160
9780345434807,Oct,2025,39,51,12,102,$15.97,"$1,628.98",3,99
9780727853417,Oct,2025,29,33,13,75,$22.30,"$1,672.73",1,74
9785559609126,Oct,2025,47,62,20,129,$13.74,"$1,773.01",3,126
9780345373946,Oct,2025,42,59,16,117,$11.74,"$1,374.11",4,113
9780385353793,Oct,2025,37,67,11,115,$12.95,"$1,489.18",5,110
9780345397003,Oct,2025,57,80,20,157,$13.22,"$2,076.17",3,154
9788466302203,Oct,2025,28,30,7,65,$21.92,"$1,424.83",2,63
9780099471370,Oct,2025,62,77,26,165,$11.56,"$1,907.85",5,160
9781784742065,Oct,2025,45,62,20,127,$21.92,"$2,783.74",4,123
9780385349963,Oct,2025,61,81,29,171,$19.89,"$3,400.95",5,166
9780345422408,Oct,2025,40,46,19,105,$19.58,"$2,056.39",4,101
9780307962522,Oct,2025,57,76,26,159,$11.54,"$1,834.51",3,156
9780345476876,Oct,2025,23,32,7,62,$13.73,$851.47,1,61
9781400043538,Oct,2025,47,42,14,103,$14.11,"$1,452.86",4,99
9780099471424,Oct,2025,60,91,33,184,$18.92,"$3,481.40",7,177
9780345376046,Oct,2025,56,105,36,197,$23.85,"$4,697.54",9,188
9780307595119,Oct,2025,44,59,18,121,$21.00,"$2,541.22",3,118
9780452281431,Oct,2025,65,101,23,189,$17.35,"$3,278.84",7,182
9781400043545,Oct,2025,52,68,18,138,$14.34,"$1,978.63",3,135
9780099271499,Oct,2025,29,44,15,88,$21.43,"$1,885.77",3,85
9780679410508,Oct,2025,44,53,20,117,$15.59,"$1,824.53",4,113
9780963192561,Oct,2025,45,76,22,143,$15.55,"$2,223.02",5,138
9780452281455,Oct,2025,37,54,22,113,$14.58,"$1,647.76",2,111
9780345476883,Oct,2025,94,85,20,199,$21.21,"$4,220.03",4,195
9780345396938,Oct,2025,21,30,7,58,$13.55,$785.92,1,57
9780316176361,Oct,2025,73,79,18,170,$15.59,"$2,650.80",3,167
9780963192547,Oct,2025,26,47,12,85,$21.55,"$1,831.80",2,83
9780440244004,Oct,2025,52,61,22,135,$19.41,"$2,620.58",4,131
9780385343206,Oct,2025,69,74,16,159,$18.67,"$2,968.70",4,155
9780440244035,Oct,2025,72,103,22,197,$22.10,"$4,354.42",5,192
9780440222842,Oct,2025,55,66,23,144,$18.78,"$2,704.81",7,137
9780385340229,Oct,2025,43,50,17,110,$24.38,"$2,681.40",3,107
9780552154765,Oct,2025,23,34,7,64,$19.95,"$1,276.63",3,61
9780552149938,Oct,2025,48,57,14,119,$12.37,"$1,471.66",4,115
9780440243762,Oct,2025,18,26,6,50,$24.58,"$1,229.13",1,49
9780552145084,Oct,2025,73,97,21,191,$22.70,"$4,335.84",7,184
9780385343138,Oct,2025,64,92,24,180,$22.65,"$4,076.32",5,175
9780440167532,Oct,2025,58,70,22,150,$23.44,"$3,515.53",4,146
9780440242017,Oct,2025,60,60,13,133,$13.15,"$1,749.35",5,128
9780739437582,Oct,2025,42,49,9,100,$11.03,"$1,102.51",2,98
9780385336345,Oct,2025,44,66,22,132,$21.60,"$2,850.88",4,128
9780552148559,Oct,2025,53,70,32,155,$21.11,"$3,272.73",3,152
9780440240792,Oct,2025,35,55,15,105,$14.09,"$1,479.51",4,101
9780743474108,Oct,2025,34,63,17,114,$20.80,"$2,371.66",5,109
9780593056738,Oct,2025,71,100,38,209,$23.55,"$4,922.44",5,204
9780440243397,Oct,2025,50,64,18,132,$12.92,"$1,705.28",4,128
9780345531070,Oct,2025,32,40,9,81,$21.64,"$1,753.01",2,79
9780751505542,Oct,2025,78,93,34,205,$23.14,"$4,743.83",10,195
9780440244028,Oct,2025,30,35,10,75,$19.17,"$1,438.05",3,72
9780385343183,Oct,2025,41,41,15,97,$22.45,"$2,177.52",3,94
9780440221319,Oct,2025,63,79,16,158,$21.97,"$3,471.71",7,151
9780440209416,Oct,2025,29,35,11,75,$21.73,"$1,629.71",1,74
9780375433276,Oct,2025,21,32,6,59,$23.23,"$1,370.84",2,57
9780385340250,Oct,2025,60,51,20,131,$19.36,"$2,536.36",4,127
9780751505429,Oct,2025,41,49,17,107,$12.62,"$1,350.55",2,105
9780440244042,Oct,2025,59,68,14,141,$17.20,"$2,425.35",5,136
9780385343145,Oct,2025,35,56,17,108,$21.58,"$2,330.59",5,103
9780440236696,Oct,2025,67,106,24,197,$24.19,"$4,766.37",5,192
9780440243380,Oct,2025,72,89,18,179,$22.56,"$4,038.56",4,175
9780440236993,Oct,2025,84,105,28,217,$24.96,"$5,415.83",4,213
9780718120405,Oct,2025,28,40,8,76,$24.21,"$1,839.87",3,73
9780451058263,Oct,2025,59,85,20,164,$21.87,"$3,586.07",7,157
9780440148166,Oct,2025,73,71,19,163,$19.83,"$3,231.86",7,156
9780671818241,Oct,2025,44,57,15,116,$22.21,"$2,576.02",4,112
9781416542841,Oct,2025,40,59,13,112,$12.77,"$1,430.51",5,107
9780671874926,Oct,2025,21,22,7,50,$13.93,$696.42,1,49
9780765351463,Oct,2025,43,57,15,115,$14.61,"$1,679.97",4,111
9781568496429,Oct,2025,78,98,32,208,$20.02,"$4,163.20",7,201
9780312937089,Oct,2025,86,91,31,208,$16.60,"$3,452.13",9,199
9780671023492,Oct,2025,61,86,18,165,$17.61,"$2,905.20",4,161
9780330266635,Oct,2025,31,34,7,72,$13.92,"$1,002.18",3,69
9780061012358,Oct,2025,45,86,24,155,$14.27,"$2,211.22",5,150
9780743423687,Oct,2025,57,50,21,128,$15.68,"$2,006.58",6,122
9780743482868,Oct,2025,52,65,16,133,$13.13,"$1,745.89",5,128
9780312341794,Oct,2025,58,91,26,175,$15.59,"$2,728.87",7,168
9780330305723,Oct,2025,47,49,19,115,$17.45,"$2,006.81",2,113
9780671724511,Oct,2025,25,25,9,59,$17.28,"$1,019.76",1,58
9780312567453,Oct,2025,63,114,37,214,$12.79,"$2,738.09",8,206
9780671023478,Oct,2025,28,35,12,75,$15.76,"$1,181.89",2,73
9780743403832,Oct,2025,88,109,26,223,$17.52,"$3,906.78",6,217
9781855496644,Oct,2025,52,76,22,150,$14.17,"$2,125.16",6,144
9780439321617,Oct,2025,70,70,22,162,$18.12,"$2,934.87",4,158
9780751565355,Oct,2025,28,35,8,71,$15.90,"$1,129.10",2,69
9781856136631,Oct,2025,72,74,29,175,$22.71,"$3,974.03",7,168
9780439682589,Oct,2025,34,52,10,96,$22.41,"$2,151.16",3,93
9781156923443,Oct,2025,26,47,10,83,$17.48,"$1,451.08",2,81
9780545010221,Oct,2025,57,82,25,164,$13.07,"$2,142.79",7,157
9780316228534,Oct,2025,56,55,20,131,$17.28,"$2,264.09",6,125
9780439827607,Oct,2025,30,39,9,78,$14.28,"$1,113.73",3,75
9781781106280,Oct,2025,52,78,24,154,$22.29,"$3,432.92",7,147
9780439064866,Oct,2025,87,98,27,212,$23.35,"$4,949.55",8,204
9780439321624,Oct,2025,59,76,24,159,$12.98,"$2,063.81",6,153
9780316369152,Oct,2025,34,53,19,106,$19.40,"$2,056.56",3,103
9780439321600,Oct,2025,56,56,21,133,$17.62,"$2,343.50",3,130
9781781106297,Oct,2025,67,69,23,159,$19.86,"$3,157.37",5,154
9781408834824,Oct,2025,25,34,11,70,$17.04,"$1,192.52",3,67
9780439358071,Oct,2025,77,73,31,181,$20.26,"$3,666.84",7,174
9781338109061,Oct,2025,79,81,23,183,$18.54,"$3,392.26",4,179
9780439249546,Oct,2025,33,37,12,82,$23.58,"$1,933.41",1,81
9780545044257,Oct,2025,48,61,10,119,$21.26,"$2,530.37",3,116
9780439655484,Oct,2025,63,60,15,138,$12.04,"$1,662.05",6,132
9780747599876,Oct,2025,26,22,9,57,$12.24,$697.69,2,55
9781443108362,Oct,2025,35,38,9,82,$20.79,"$1,705.10",2,80
9780786856862,Oct,2025,21,25,7,53,$13.69,$725.69,1,52
9781423119500,Oct,2025,42,61,21,124,$18.63,"$2,309.62",2,122
9781423146735,Oct,2025,52,61,24,137,$21.39,"$2,930.71",4,133
9781423121664,Oct,2025,73,86,33,192,$14.41,"$2,766.26",4,188
9781423160939,Oct,2025,27,38,9,74,$24.62,"$1,821.64",2,72
9781423116967,Oct,2025,34,39,10,83,$17.90,"$1,485.35",2,81
9781423153627,Oct,2025,58,65,18,141,$21.30,"$3,003.69",5,136
9780786838653,Oct,2025,65,76,19,160,$20.96,"$3,353.32",5,155
9781484746424,Oct,2025,65,77,26,168,$13.88,"$2,332.08",7,161
9781423160922,Oct,2025,19,29,8,56,$24.39,"$1,365.61",1,55
9780545060394,Oct,2025,77,98,32,207,$20.10,"$4,161.73",4,203
9780979233142,Oct,2025,88,89,17,194,$12.18,"$2,362.73",4,190
9780553583267,Oct,2025,75,67,23,165,$14.02,"$2,314.01",7,158
9781423140603,Oct,2025,50,55,13,118,$23.92,"$2,822.77",5,113
9781423146728,Oct,2025,35,53,14,102,$13.05,"$1,331.26",2,100
9781484732748,Oct,2025,27,45,12,84,$18.15,"$1,524.67",2,82
9781368024129,Oct,2025,68,116,25,209,$16.39,"$3,426.07",7,202
9781484732786,Oct,2025,73,72,17,162,$18.61,"$3,014.58",3,159
9780545290593,Oct,2025,24,41,8,73,$11.11,$810.72,3,70
9781423113492,Oct,2025,37,43,12,92,$13.77,"$1,267.26",2,90
9781423140566,Oct,2025,57,78,24,159,$19.78,"$3,144.48",7,152
9781423183655,Oct,2025,45,74,23,142,$22.41,"$3,182.56",3,139
9781484721346,Oct,2025,25,35,13,73,$13.75,"$1,003.86",3,70
9780553576443,Oct,2025,31,33,10,74,$11.56,$855.36,3,71
9781423140573,Oct,2025,59,105,33,197,$20.83,"$4,103.18",5,192
9781423163008,Oct,2025,36,61,13,110,$22.85,"$2,513.02",3,107
9781423160915,Oct,2025,34,36,11,81,$23.72,"$1,921.17",2,79
9781484709870,Oct,2025,40,36,8,84,$22.05,"$1,852.46",3,81
9780141382890,Oct,2025,17,28,10,55,$16.25,$893.50,1,54
9781423113386,Oct,2025,67,73,22,162,$19.42,"$3,146.76",4,158
9781423121718,Oct,2025,60,67,16,143,$13.40,"$1,916.65",5,138
9781423145509,Oct,2025,67,77,32,176,$17.61,"$3,098.74",3,173
9781423145516,Oct,2025,82,110,33,225,$13.31,"$2,993.99",7,218
9781423150688,Oct,2025,79,87,16,182,$21.96,"$3,996.84",5,177
9780545285049,Oct,2025,16,28,6,50,$13.29,$664.34,2,48
9780446539814,Oct,2025,25,30,7,62,$24.87,"$1,541.93",1,61
9780312316730,Oct,2025,46,59,21,126,$22.60,"$2,847.78",5,121
9780752858654,Oct,2025,46,50,18,114,$12.52,"$1,427.80",4,110
9780446539821,Oct,2025,18,22,6,46,$20.21,$929.49,2,44
9780312973056,Oct,2025,31,46,15,92,$18.88,"$1,736.50",3,89
9780752849645,Oct,2025,50,68,18,136,$22.17,"$3,015.19",4,132
9780752858760,Oct,2025,60,100,30,190,$14.45,"$2,745.11",3,187
9780752858494,Oct,2025,81,74,25,180,$24.06,"$4,330.79",7,173
9780752860398,Oct,2025,19,30,10,59,$11.65,$687.28,1,58
9780752864327,Oct,2025,31,49,16,96,$19.92,"$1,912.52",4,92
9780752858555,Oct,2025,23,42,8,73,$15.49,"$1,130.83",2,71
9780553260199,Oct,2025,37,36,8,81,$20.25,"$1,640.63",1,80
9780312990688,Oct,2025,37,41,10,88,$12.67,"$1,115.06",2,86
9780446539845,Oct,2025,45,51,13,109,$11.93,"$1,300.81",2,107
9780553260946,Oct,2025,46,65,19,130,$18.36,"$2,387.38",5,125
9780752863887,Oct,2025,48,84,16,148,$20.44,"$3,025.80",3,145
9780749851828,Oct,2025,50,61,21,132,$14.38,"$1,897.70",2,130
9780843178388,Oct,2025,27,30,7,64,$11.98,$766.40,2,62
9780743297349,Oct,2025,20,29,7,56,$22.49,"$1,259.65",2,54
9781439148501,Oct,2025,46,54,20,120,$13.48,"$1,617.99",5,115
9781416552512,Oct,2025,98,84,25,207,$17.63,"$3,649.88",6,201
9780451197962,Oct,2025,55,58,23,136,$19.93,"$2,711.03",2,134
9780751504576,Oct,2025,29,28,10,67,$20.42,"$1,368.18",2,65
9781416524359,Oct,2025,47,59,15,121,$11.20,"$1,354.88",3,118
9780452155619,Oct,2025,21,27,5,53,$23.91,"$1,267.38",1,52
9780751514629,Oct,2025,55,68,21,144,$17.46,"$2,514.86",4,140
9781451627282,Oct,2025,82,89,27,198,$23.48,"$4,648.24",5,193
9780375507779,Oct,2025,61,71,28,160,$15.23,"$2,437.27",6,154
9780743211376,Oct,2025,30,42,9,81,$16.42,"$1,329.76",3,78
9780450542886,Oct,2025,69,60,26,155,$12.85,"$1,991.43",3,152
9781416584087,Oct,2025,68,91,30,189,$14.93,"$2,822.11",4,185
9780671024239,Oct,2025,35,42,9,86,$24.11,"$2,073.84",3,83
9780451933027,Oct,2025,21,33,11,65,$12.19,$792.45,2,63
9780451822192,Oct,2025,48,63,25,136,$24.38,"$3,315.77",4,132
9780582418172,Oct,2025,61,91,26,178,$19.21,"$3,419.50",8,170
9781982102319,Oct,2025,58,89,32,179,$22.38,"$4,006.71",5,174
9781476754451,Oct,2025,44,41,12,97,$24.87,"$2,411.95",3,94
9781476727653,Oct,2025,56,70,21,147,$20.37,"$2,994.63",5,142
9780451190529,Oct,2025,27,34,10,71,$18.79,"$1,334.28",1,70
9780451197870,Oct,2025,31,48,11,90,$16.96,"$1,526.84",4,86
9780785121442,Oct,2025,65,83,29,177,$21.52,"$3,809.39",7,170
9781442359888,Oct,2025,38,56,13,107,$13.84,"$1,480.53",3,104
9781416524304,Oct,2025,75,76,37,188,$12.09,"$2,272.46",4,184
9780451076458,Oct,2025,76,93,31,200,$21.77,"$4,353.19",9,191
9780451211248,Oct,2025,30,37,16,83,$14.65,"$1,216.08",3,80
9780743571197,Oct,2025,80,96,26,202,$16.15,"$3,262.52",7,195
9780316853699,Oct,2025,20,40,12,72,$21.42,"$1,542.33",1,71
9780451196712,Oct,2025,31,34,8,73,$12.29,$896.89,1,72
9780450411434,Oct,2025,54,71,17,142,$11.38,"$1,615.99",4,138
9780450417399,Oct,2025,26,41,12,79,$22.42,"$1,771.24",1,78
9780743289412,Oct,2025,38,48,15,101,$15.27,"$1,542.14",4,97
9780451155757,Oct,2025,53,79,13,145,$14.50,"$2,103.00",4,141
9780340829783,Oct,2025,27,32,10,69,$13.56,$935.91,1,68
9781781162644,Oct,2025,33,57,20,110,$12.61,"$1,387.34",5,105
9781982110567,Oct,2025,72,109,24,205,$23.98,"$4,916.41",5,200
9780613096485,Oct,2025,85,94,37,216,$16.92,"$3,654.45",9,207
9780451210852,Oct,2025,68,75,23,166,$17.85,"$2,962.63",4,162
9780802712455,Oct,2025,77,84,32,193,$13.52,"$2,610.27",6,187
9781300589464,Oct,2025,43,56,22,121,$12.95,"$1,567.02",5,116
9780380707690,Oct,2025,27,28,7,62,$21.43,"$1,328.85",2,60
9780517415283,Oct,2025,20,33,8,61,$22.15,"$1,351.23",1,60
9780415289832,Oct,2025,56,76,22,154,$19.99,"$3,078.34",4,150
9780156005746,Oct,2025,58,81,26,165,$22.17,"$3,657.85",6,159
9780140275674,Oct,2025,66,88,23,177,$11.21,"$1,984.42",4,173
9780766147911,Oct,2025,42,68,14,124,$21.85,"$2,709.94",2,122
9781595147592,Oct,2025,32,33,8,73,$17.85,"$1,303.03",1,72
9781480027435,Oct,2025,77,78,17,172,$11.85,"$2,038.84",3,169
9781942379119,Oct,2025,36,46,15,97,$21.61,"$2,096.39",3,94
9781500422813,Oct,2025,73,82,16,171,$14.16,"$2,420.87",8,163
9780152046828,Oct,2025,56,73,27,156,$19.16,"$2,988.63",3,153
9780345450296,Oct,2025,53,63,14,130,$19.56,"$2,542.49",5,125
9780385340397,Oct,2025,25,27,6,58,$17.21,$998.34,1,57
9780140106190,Oct,2025,24,36,10,70,$22.86,"$1,600.17",2,68
9780803250017,Oct,2025,48,53,14,115,$15.66,"$1,800.35",4,111
9780764204074,Oct,2025,48,64,24,136,$17.73,"$2,411.22",6,130
9780764200724,Oct,2025,26,30,8,64,$13.70,$876.66,2,62
9780316180993,Oct,2025,58,54,14,126,$12.84,"$1,618.00",5,121
9780450837319,Oct,2025,33,58,12,103,$11.65,"$1,199.66",2,101
9780762446278,Oct,2025,80,81,28,189,$11.64,"$2,200.06",6,183
9781590304501,Oct,2025,82,103,29,214,$12.30,"$2,633.14",4,210
9780375858642,Oct,2025,43,75,17,135,$16.03,"$2,164.62",5,130
9781594486005,Oct,2025,52,59,13,124,$21.12,"$2,619.23",2,122
9780786709878,Oct,2025,75,94,21,190,$13.97,"$2,654.79",4,186
9780762441211,Oct,2025,53,61,13,127,$23.14,"$2,939.09",5,122
9780553380163,Oct,2025,34,39,8,81,$24.82,"$2,010.58",3,78
9789960340111,Oct,2025,27,27,9,63,$11.04,$695.52,1,62
9781852423018,Oct,2025,56,69,20,145,$14.26,"$2,067.70",6,139
9780131872783,Oct,2025,59,63,28,150,$19.56,"$2,933.30",5,145
9780553804362,Oct,2025,36,49,11,96,$13.83,"$1,327.27",4,92
9780140280531,Oct,2025,49,88,16,153,$20.67,"$3,163.03",4,149
9780679724148,Oct,2025,73,91,32,196,$21.73,"$4,259.83",6,190
9780582642652,Oct,2025,90,102,32,224,$15.90,"$3,560.62",8,216
9781311647122,Oct,2025,27,37,10,74,$14.58,"$1,079.24",2,72
9780802400505,Oct,2025,24,41,12,77,$21.17,"$1,630.19",2,75
9780778314332,Oct,2025,68,68,22,158,$11.19,"$1,768.81",3,155
9780446696333,Oct,2025,67,74,24,165,$23.06,"$3,804.53",7,158
9780615414102,Oct,2025,25,32,6,63,$12.54,$790.24,2,61
9781939665225,Oct,2025,22,34,11,67,$21.30,"$1,427.10",1,66
9780345901620,Oct,2025,88,94,22,204,$21.63,"$4,411.81",6,198
9781171260622,Oct,2025,31,53,17,101,$15.93,"$1,608.72",4,97
9780060892999,Oct,2025,37,43,9,89,$14.55,"$1,295.14",4,85
9780804844390,Oct,2025,17,26,6,49,$22.20,"$1,087.79",1,48
9781460342558,Oct,2025,47,79,14,140,$24.57,"$3,439.60",6,134
9780823405657,Oct,2025,34,40,12,86,$15.59,"$1,340.51",2,84
9780689823824,Oct,2025,47,75,30,152,$24.02,"$3,650.72",4,148
9781583940280,Oct,2025,29,46,9,84,$15.47,"$1,299.89",3,81
9780820317595,Oct,2025,38,38,17,93,$21.87,"$2,034.03",3,90
9789997408563,Oct,2025,43,45,13,101,$12.73,"$1,285.76",4,97
9780553587197,Oct,2025,69,74,29,172,$12.66,"$2,178.28",5,167
9781581346923,Oct,2025,44,53,12,109,$15.93,"$1,736.43",4,105
9781561797462,Oct,2025,27,39,10,76,$15.63,"$1,187.51",3,73
9781593080334,Oct,2025,57,81,26,164,$21.02,"$3,447.73",8,156
9780140439052,Oct,2025,27,46,16,89,$21.82,"$1,942.06",2,87
9780375837890,Oct,2025,34,52,12,98,$20.70,"$2,028.45",3,95
9781595140463,Oct,2025,35,36,9,80,$15.93,"$1,274.11",3,77
9780670868438,Oct,2025,25,32,9,66,$11.70,$772.34,1,65
9780679772675,Oct,2025,66,102,26,194,$17.75,"$3,443.87",7,187
9780671578855,Oct,2025,87,83,34,204,$15.86,"$3,235.27",4,200
9780099474449,Oct,2025,42,50,23,115,$21.04,"$2,419.47",3,112
9780061688669,Oct,2025,62,78,30,170,$24.24,"$4,121.05",4,166
9780553381696,Oct,2025,33,45,19,97,$22.56,"$2,188.63",3,94
9780684865751,Oct,2025,85,113,34,232,$19.76,"$4,583.42",9,223
9780393341768,Oct,2025,15,27,6,48,$20.13,$966.30,1,47
9781473621442,Oct,2025,61,108,34,203,$21.81,"$4,428.01",6,197
9780800790653,Oct,2025,73,98,20,191,$21.88,"$4,178.84",8,183
9780671734633,Oct,2025,58,73,29,160,$18.64,"$2,982.60",6,154
9780586024461,Oct,2025,76,71,32,179,$17.29,"$3,094.60",7,172
9780425133019,Oct,2025,21,28,7,56,$12.82,$717.84,1,55
9780312969196,Oct,2025,64,81,25,170,$23.80,"$4,045.27",6,164
9781622080076,Oct,2025,45,72,24,141,$19.48,"$2,747.26",5,136
9780425158494,Oct,2025,86,84,33,203,$14.95,"$3,035.82",9,194
9780007467471,Oct,2025,65,92,20,177,$23.30,"$4,124.20",6,171
9781566894135,Oct,2025,51,60,13,124,$13.88,"$1,721.01",4,120
9780156186001,Oct,2025,47,63,30,140,$14.88,"$2,083.68",6,134
9780525954972,Oct,2025,22,33,13,68,$22.08,"$1,501.25",3,65
9780142000342,Oct,2025,68,84,30,182,$23.94,"$4,357.55",3,179
9780142409404,Oct,2025,24,31,12,67,$22.77,"$1,525.89",3,64
9781582433226,Oct,2025,53,77,18,148,$15.35,"$2,271.68",3,145
9780307455635,Oct,2025,64,107,21,192,$11.29,"$2,167.58",7,185
9780811200417,Oct,2025,89,98,35,222,$18.27,"$4,054.97",9,213
9780802130204,Oct,2025,45,62,21,128,$24.14,"$3,090.08",4,124
9781598184716,Oct,2025,73,87,19,179,$13.68,"$2,448.70",4,175
9780765387462,Oct,2025,66,60,16,142,$20.73,"$2,944.19",4,138
9781891375200,Oct,2025,43,49,11,103,$12.94,"$1,333.32",4,99
9780061870934,Oct,2025,33,44,13,90,$20.82,"$1,873.47",2,88
9780349114200,Oct,2025,28,26,11,65,$21.72,"$1,411.81",2,63
9780764204319,Oct,2025,30,56,17,103,$24.75,"$2,548.78",2,101
9780770436421,Oct,2025,43,67,14,124,$12.46,"$1,545.21",5,119
9780393328042,Oct,2025,29,33,10,72,$15.17,"$1,092.40",2,70
